ID,region,tenure,age,marital,address,income,ed,retire,gender,voice,internet,forward,custcat,churn,event,survival_12m,churn_risk_12m,CLV_12m_AMD,at_risk_12m,survival_m1,survival_m2,survival_m3,survival_m4,survival_m5,survival_m6,survival_m7,survival_m8,survival_m9,survival_m10,survival_m11,survival_m12
852,Zone 3,4,30,Unmarried,0,41,High school degree,No,Male,No,No,Yes,Plus service,Yes,1,0.875507856980333,0.12449214301966705,14083.6436135202,False,0.9987576380366546,0.9938411501495955,0.9860037656297866,0.9761832523694053,0.9650443643154788,0.9530432759940559,0.9404963065089889,0.9276262549160657,0.9145922624344796,0.9015092392443224,0.8884607666049068,0.875507856980333
853,Zone 1,67,45,Married,22,83,Some college,No,Female,No,No,Yes,E-service,No,0,0.9971901860792216,0.0028098139207783923,14896.544472621015,False,0.9999982710834557,0.9999809968628254,0.9999315656595551,0.9998390403220351,0.9996969307830791,0.9995016799781449,0.9992516460079548,0.9989464465715452,0.9985865324934549,0.9981729051698282,0.9977069260243845,0.9971901860792216
854,Zone 2,22,35,Unmarried,12,28,High school degree,No,Male,No,Yes,No,E-service,Yes,1,0.8846596235461357,0.1153403764538643,14152.25346611323,False,0.9989332225148886,0.9945936862381421,0.9875573645246015,0.9786386466012679,0.968434819247794,0.9573648859808431,0.9457245524394486,0.9337253840013863,0.9215207665282087,0.9092231223810929,0.8969155146768477,0.8846596235461357
855,Zone 3,51,37,Married,17,101,High school degree,No,Female,No,No,Yes,Plus service,No,0,0.9872148910177451,0.012785108982254934,14842.231927058447,False,0.9999797889019113,0.9998300131902979,0.999475881433088,0.998895091813975,0.9980880967823053,0.9970650657287414,0.9958401330880914,0.9944287096186027,0.9928461875795567,0.9911073212072479,0.9892259486742356,0.9872148910177451
856,Zone 1,50,28,Unmarried,6,28,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,0.90163588098777,0.09836411901222997,14276.95685909691,False,0.9992200553625971,0.9958671435966635,0.9902413710572429,0.9829434747289939,0.9744473384332462,0.9651006774243768,0.9551575965797439,0.9448054717558675,0.9341840090332127,0.9233984377518208,0.9125286910645084,0.90163588098777
857,Zone 1,31,47,Married,18,35,High school degree,No,Male,No,No,No,Basic service,No,0,0.972738578387622,0.02726142161237799,14756.440218836604,False,0.9999261886787673,0.9994674649510931,0.998497525978178,0.9970244447723774,0.9950931371187776,0.9927562950475495,0.9900649799433618,0.987065645293807,0.9837994742855032,0.9803025719302891,0.9766064497517062,0.972738578387622
858,Zone 3,4,28,Unmarried,0,39,High school degree,No,Female,No,No,Yes,Plus service,Yes,1,0.8637497894320298,0.13625021056797015,13994.123892026968,False,0.9985095375372584,0.9928056908221372,0.9838990128269304,0.9728932149854208,0.9605400461276753,0.947341799676913,0.9336392611460409,0.9196677587063998,0.9055921754991757,0.8915292321179502,0.8775620312131687,0.8637497894320298
859,Zone 3,60,56,Unmarried,19,51,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,0.9503751091753453,0.04962489082465471,14614.313139124788,False,0.9997849391355442,0.9986438453888061,0.9964601674589552,0.9933624992413705,0.989505068220792,0.985026383154377,0.9800428701803343,0.974650533285419,0.9689282066995706,0.9629407185568813,0.9567415709668142,0.9503751091753453
860,Zone 3,7,31,Married,12,31,High school degree,No,Female,No,No,No,Basic service,Yes,1,0.9006166633691335,0.09938333663086651,14269.566710799127,False,0.9992042193732931,0.9957951548368069,0.990087545261767,0.9826943501771088,0.974096766806261,0.9646468592619213,0.9546013455992661,0.9441491743085467,0.933430983295723,0.9225525302380443,0.9115940184569578,0.9006166633691335
861,Zone 3,20,40,Unmarried,2,209,College degree,No,Female,No,No,No,E-service,No,0,0.9503261369521944,0.04967386304780563,14613.991737035685,False,0.9997845515462546,0.9986417186713487,0.9964550943242171,0.993353615828761,0.9894917867130174,0.985008317774286,0.9800197809509238,0.9746222856641065,0.96889474277581,0.9629020363489982,0.9566977093799451,0.9503261369521944
862,Zone 2,19,23,Married,4,37,Some college,No,Female,No,No,No,Plus service,Yes,1,0.9228801227933118,0.07711987720668823,14428.028222085195,False,0.9995115391896353,0.9972382517334484,0.9932308593529651,0.9878552263480234,0.9814371748960995,0.9742326590182163,0.9664383830724512,0.9582055992175835,0.9496513757660265,0.9408670357265426,0.9319243555449901,0.9228801227933118
863,Zone 3,58,37,Married,5,64,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0.84293446962481,0.15706553037519,13831.986236265748,False,0.9980051011046741,0.9907804671147377,0.9798744895066708,0.9667023316372936,0.9521688587925542,0.936852604115181,0.9211317235184258,0.905258376039974,0.8894031015855677,0.8736821274676636,0.8581747106077862,0.84293446962481
864,Zone 3,65,64,Unmarried,20,88,Some college,No,Female,Yes,Yes,Yes,Total service,Yes,1,0.9714640065944606,0.02853599340553936,14748.61682102198,False,0.9999200393911502,0.9994287285058275,0.9983973506598122,0.9968386854413939,0.9948027869427413,0.992346756713904,0.9895252297967448,0.9863875083121756,0.9829770379186324,0.9793317223042395,0.9754845064889712,0.9714640065944606
865,Zone 3,72,61,Married,34,61,Did not complete high school,No,Male,No,No,No,E-service,No,0,0.9998411239216429,0.00015887607835707307,14909.414143327416,False,0.9999999778454819,0.9999996298274372,0.9999982992238197,0.9999952485073028,0.9999897807303698,0.9999812743902647,0.9999691892328,0.9999530619365652,0.9999324985408234,0.9999071662618355,0.9998767857182035,0.9998411239216429
866,Zone 3,8,42,Unmarried,3,66,Some college,No,Male,Yes,Yes,Yes,Total service,No,0,0.7714816669240134,0.22851833307598657,13241.600720411385,False,0.9955531160759484,0.981862208657752,0.9631367686855504,0.9419712386131434,0.9197512612156383,0.8972472552214764,0.8749010365965262,0.8529691417466184,0.8315990651713168,0.8108720529866618,0.7908281957821452,0.7714816669240134
867,Zone 2,33,40,Married,14,19,Some college,No,Male,No,No,No,Basic service,No,0,0.945128269293771,0.05487173070622897,14579.653383093899,False,0.9997414350743214,0.9984082322068116,0.9959023892830474,0.9923910386204975,0.9880586938430647,0.9830657256241212,0.9775441642929839,0.971601187615876,0.9653236743435027,0.9587822667159487,0.9520346725010052,0.945128269293771
868,Zone 3,18,34,Married,4,42,High school degree,No,Female,Yes,No,Yes,Total service,No,0,0.9362991907928883,0.06370080920711174,14520.349127737802,False,0.999659111668212,0.997976779630682,0.9949003886862848,0.990669447246303,0.9855223291099685,0.9796569531905501,0.9732314027343453,0.9663710344359652,0.9591754831723178,0.951724363877272,0.9440816807400944,0.9362991907928883
869,Zone 2,24,31,Married,6,41,High school degree,No,Male,No,No,Yes,Plus service,No,0,0.956481566801022,0.04351843319897797,14654.066340424944,False,0.9998305644933286,0.9988982172957527,0.997072665199558,0.9944421984888522,0.9911277015190121,0.9872428513693596,0.9828859092028044,0.9781395838538539,0.9730729342477678,0.9677435701849831,0.9621996505920182,0.956481566801022
870,Zone 3,70,36,Unmarried,8,50,Did not complete high school,No,Female,No,No,No,E-service,No,0,0.9582416353855653,0.04175836461443472,14665.401612726606,False,0.9998427241887199,0.998967515440359,0.9972416777390755,0.994742845048922,0.9915827157613348,0.9878679613006202,0.9836916239676998,0.9791325320528595,0.9742568486883713,0.9691200136062079,0.9637685545345825,0.9582416353855653
871,Zone 1,7,38,Unmarried,4,70,College degree,No,Male,Yes,Yes,No,Total service,Yes,1,0.7469773604031427,0.25302263959685733,13027.442785098672,True,0.994415777549596,0.9780527984366792,0.9563282249851877,0.9322567747487531,0.9073602337620104,0.8824441868199921,0.8579471350054186,0.8341077789209417,0.8110511356805514,0.7888355304572209,0.7674794365459928,0.7469773604031427
872,Zone 3,70,59,Unmarried,27,85,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,0.9976635822937809,0.0023364177062190628,14898.939509409527,False,0.9999987064231184,0.9999853507997346,0.999946321838956,0.9998721918051134,0.9997570649016957,0.9995974690283449,0.99939156494598,0.9991386188558642,0.9988386501290623,0.998492192600774,0.998100130225462,0.9976635822937809
873,Zone 2,20,48,Married,21,45,Some college,No,Female,Yes,No,Yes,Plus service,Yes,1,0.9897679440674916,0.010232055932508421,14856.639217600092,False,0.9999860586407865,0.9998776851944707,0.9996135193366824,0.9991710736063429,0.9985464448950705,0.9977444216172919,0.9967738216982425,0.9956451773829481,0.9943695425263464,0.9929578692617751,0.9914206865891253,0.9897679440674916
874,Zone 3,54,32,Married,12,27,Did not complete high school,No,Male,No,No,No,E-service,No,0,0.9815005643292393,0.018499435670760733,14809.109671400563,False,0.9999622340771197,0.9997046686580602,0.9991270047058042,0.9982134497519303,0.9969785245338544,0.9954471834870393,0.9936470894207555,0.9916054538363774,0.9893477654742469,0.9868973485323403,0.9842752951385766,0.9815005643292393
875,Zone 3,36,48,Unmarried,28,29,Did not complete high school,No,Male,No,No,No,Basic service,No,0,0.9735674592313509,0.026432540768649093,14761.507322472497,False,0.9999300647076554,0.9994920951980184,0.9985615471878208,0.9971435920973917,0.9952798927398718,0.9930203176479273,0.9904136225196923,0.9875044119307176,0.9843323930394661,0.980932491898287,0.9773352762401726,0.9735674592313509
876,Zone 3,71,53,Married,29,48,College degree,No,Female,No,No,Yes,Plus service,No,0,0.9989075316599779,0.0010924683400220792,14905.072993956182,False,0.9999996017964629,0.9999949251609547,0.9999800831536009,0.9999502225028767,0.9999017738397339,0.9998322059998995,0.9997397744541974,0.9996233234055477,0.9994821379812296,0.9993158348072739,0.9991242806825392,0.9989075316599779
877,Zone 1,17,41,Unmarried,4,32,High school degree,No,Male,No,No,Yes,Plus service,No,0,0.9437580492874872,0.05624195071251281,14570.528743402148,False,0.9997294129093571,0.9983441362827553,0.9957520434692653,0.9921308959315832,0.9876733406334803,0.9825455211521769,0.9768835326253735,0.970797427746579,0.9643761300271684,0.9576917408430474,0.9508030086811469,0.9437580492874872
878,Zone 1,18,45,Married,17,43,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0.9929492472624617,0.007050752737538302,14874.170392617323,False,0.9999924437715482,0.9999290282318469,0.9997667060786722,0.9994854919960497,0.9990781916415682,0.9985443578012633,0.9978871374160182,0.9971115676141632,0.9962236207047891,0.9952296551080017,0.9941360955776751,0.9929492472624617
879,Zone 1,16,27,Unmarried,8,16,Post-undergraduate degree,No,Female,No,No,Yes,Total service,Yes,1,0.9294154126502898,0.07058458734971018,14473.306817984703,False,0.9995868432656966,0.9976103213736293,0.9940656280314379,0.9892547606132905,0.9834602149549702,0.9769095995253535,0.9697809918105934,0.9622133102072811,0.9543154318814856,0.9461732661544617,0.937855068529748,0.9294154126502898
880,Zone 3,38,30,Married,6,22,High school degree,No,Female,No,Yes,No,E-service,No,0,0.8855739982100402,0.11442600178995976,14159.056098731957,False,0.998949944034568,0.9946663225329332,0.9877085012596183,0.9788788415376783,0.9687679146643556,0.9577909560203224,0.9462415392729606,0.9343300370402695,0.9222091979889507,0.9099911431147174,0.8977588397182006,0.8855739982100402
881,Zone 1,52,45,Married,19,40,Some college,No,Female,Yes,Yes,Yes,Total service,No,0,0.9535534516513267,0.046446548348673344,14635.085234122058,False,0.9998093546602456,0.998778929826187,0.9967839721493708,0.9939314655869025,0.990358008856781,0.9861890918236803,0.9815316792760367,0.9764748903555956,0.9710925251054642,0.9654457150078815,0.9595852420044043,0.9535534516513267
882,Zone 1,46,48,Married,12,256,Some college,No,Male,Yes,Yes,Yes,Total service,No,0,0.9379392399592941,0.06206076004070593,14531.454880470901,False,0.9996752779004511,0.9980602155329292,0.9950924164184166,0.990997263789574,0.9860028784952998,0.9803001494898146,0.9740423496835893,0.9673515229558076,0.9603250104766463,0.9530408371834509,0.9455619103304642,0.9379392399592941
883,Zone 2,31,46,Unmarried,23,144,College degree,No,Male,No,Yes,Yes,Plus service,No,0,0.9559593653971499,0.044040634602850126,14650.692420446816,False,0.9998268717821026,0.9988773085796459,0.9970218638401388,0.9943520742300658,0.9909915878305949,0.9870561744935108,0.9826456459616006,0.9778438586316577,0.9727207240402697,0.9673344881673771,0.9617337860087274,0.9559593653971499
884,Zone 2,23,31,Unmarried,10,45,College degree,No,Male,No,Yes,No,E-service,No,0,0.8468642097171468,0.15313579028285318,13862.94786904111,False,0.9981069372735676,0.9911818404940833,0.9806634627222676,0.967906617997525,0.9537874620544311,0.9388707181309804,0.9235280911175351,0.9080090914497847,0.8924836287047528,0.8770683772699829,0.8618436036720498,0.8468642097171468
885,Zone 2,38,56,Married,34,34,High school degree,No,Female,No,Yes,Yes,Plus service,No,0,0.9962646974570317,0.0037353025429682774,14891.789504912398,False,0.9999972853923168,0.9999715357862916,0.9999002607596206,0.9997698956073726,0.9995731489450087,0.9993066136895009,0.9989692896637766,0.9985616809121485,0.9980852325026057,0.9975419709774617,0.9969342703311522,0.9962646974570317
886,Zone 2,50,54,Unmarried,15,248,Some college,No,Female,No,No,Yes,Plus service,No,0,0.9893551114935321,0.010644888506467942,14854.328275415312,False,0.9999851125602394,0.9998703500392776,0.9995921000478496,0.9991277799060435,0.9984740965285201,0.9976366455333378,0.9966250650071657,0.9954506528811896,0.9941251525814652,0.9926601267361572,0.9910666403051022,0.9893551114935321
887,Zone 2,16,49,Unmarried,17,41,High school degree,No,Male,Yes,Yes,Yes,Total service,No,0,0.9176938083777184,0.08230619162228159,14391.684068513308,False,0.9994470506857458,0.9969263084129892,0.9925396265666756,0.9867065090328101,0.9797880128361675,0.9720626100186529,0.9637414946289637,0.9549853110676095,0.9459172190847606,0.9366324530524223,0.9272052366174128,0.9176938083777184
888,Zone 2,14,34,Married,4,27,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,0.8135562584359781,0.18644374156402188,13595.468430726532,False,0.9971403363876071,0.987492381624872,0.9735446872359845,0.9571820136816723,0.9395183401473358,0.9212255900535726,0.9027207420744778,0.8842678556802708,0.8660358286020176,0.8481325196330217,0.8306256873936553,0.8135562584359781
889,Zone 2,30,52,Unmarried,23,17,Some college,No,Female,No,Yes,No,E-service,Yes,1,0.9785807283488003,0.021419271651199723,14791.787683304958,False,0.9999514359473574,0.9996314179877287,0.998929178144242,0.997835144194664,0.9963729226993422,0.9945761447194895,0.9924799967524985,0.9901180054087612,0.9875208978318034,0.9847163276742006,0.9817289647301684,0.9785807283488003
890,Zone 3,22,47,Married,0,44,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0.8692260141006949,0.1307739858993051,14036.006255491417,False,0.9986282954229504,0.9932975971295447,0.9848944582207165,0.9744443182420507,0.962658399552468,0.9500177630013542,0.936852089079257,0.9233911391440119,0.9097973524478482,0.8961867979289813,0.882642958164913,0.8692260141006949
891,Zone 1,38,55,Married,12,135,High school degree,No,Male,Yes,Yes,Yes,Total service,No,0,0.9583581351943791,0.04164186480562093,14666.149895347038,False,0.9998435134728552,0.9989720382038493,0.9972527436399974,0.9947625741094998,0.9916126271560337,0.9879091132092684,0.9837447295927997,0.9791980470851429,0.9743350359591714,0.969210990906881,0.9638723302342256,0.9583581351943791
892,Zone 3,59,26,Married,3,41,College degree,No,Female,No,Yes,No,E-service,Yes,1,0.8402590519494757,0.1597409480505243,13810.814784353848,False,0.9979339612893644,0.9905020847278644,0.9793295715110477,0.9658730462896774,0.9510568448311075,0.9354687358102274,0.9194911017221881,0.9033777629837081,0.8872995729135402,0.8713723618675803,0.8556746259304304,0.8402590519494757
893,Zone 2,54,55,Unmarried,1,587,Some college,No,Male,Yes,No,Yes,Plus service,No,0,0.936935808596273,0.06306419140372699,14524.664796874335,False,0.9996654346281599,0.9980093444638176,0.9949752441476322,0.9907971233291476,0.9857093633501751,0.9799071518637743,0.9735467067747846,0.9667521024608384,0.959622087608017,0.9522356641060815,0.9446564142338268,0.936935808596273
894,Zone 3,9,40,Unmarried,13,38,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0.8439715704454116,0.1560284295545884,13840.173057267193,False,0.9980322824058753,0.990887261909184,0.9800840276877044,0.9670217516461601,0.9525977345079282,0.9373868928010701,0.9217657079022523,0.9059856639074433,0.8902171540396167,0.874576539360201,0.859143355764139,0.8439715704454116
895,Zone 1,67,67,Married,38,49,High school degree,No,Female,No,Yes,No,E-service,No,0,0.9994480092732113,0.000551990726788687,14907.63162411039,False,0.9999998589040536,0.999998012470115,0.9999917319652268,0.9999784681504456,0.999956138440276,0.9999231081388045,0.999878118926319,0.9998202173506817,0.9997486942447191,0.9996630358125868,0.9995628847266467,0.9994480092732113
